"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","h_block","full_address","lat","lon","cid","lat_offset","lon_offset"
"21","Commercial Break and Enter",2014,1,"6XX EVANS AVE","600 EVANS AVE","600 EVANS AVE , Vancouver, BC, Canada",49.2722348,-123.0911361,1,49.2724968239445,-123.091021033371
"22","Commercial Break and Enter",2014,1,"1XX DUNLEVY AVE","100 DUNLEVY AVE","100 DUNLEVY AVE , Vancouver, BC, Canada",49.283901,-123.0950641,1,49.2843973117478,-123.094766298196
"23","Commercial Break and Enter",2014,1,"2XX E HASTINGS ST","200 E HASTINGS ST","200 E HASTINGS ST , Vancouver, BC, Canada",49.2811945,-123.0994298,1,49.2815957020865,-123.099245887187
"24","Commercial Break and Enter",2014,1,"11XX HOWE ST","1100 HOWE ST","1100 HOWE ST , Vancouver, BC, Canada",49.278619,-123.1257033,1,49.2787238907917,-123.125313723918
"25","Commercial Break and Enter",2014,1,"6XX STAMPS LAND","600 STAMPS LAND","600 STAMPS LAND , Vancouver, BC, Canada",49.2687769,-123.1181316,1,49.2692735472761,-123.117866484735
"26","Commercial Break and Enter",2014,1,"8XX E HASTINGS ST","800 E HASTINGS ST","800 E HASTINGS ST , Vancouver, BC, Canada",49.2809643,-123.0868638,1,49.2812047107162,-123.086423943508
"27","Commercial Break and Enter",2014,1,"4XX W HASTINGS ST","400 W HASTINGS ST","400 W HASTINGS ST , Vancouver, BC, Canada",49.28334,-123.11145,1,49.2834633148259,-123.111274827512
"28","Commercial Break and Enter",2014,1,"9XX W 16TH AVE","900 W 16TH AVE","900 W 16TH AVE , Vancouver, BC, Canada",49.2569452,-123.1245749,1,49.2570821917475,-123.124079377023
"29","Commercial Break and Enter",2014,1,"1XX VICTORIA DR","100 VICTORIA DR","100 VICTORIA DR , Vancouver, BC, Canada",49.2838122,-123.0652859,1,49.2839993335648,-123.065133469252
"30","Commercial Break and Enter",2014,1,"26XX GRANVILLE ST","2600 GRANVILLE ST","2600 GRANVILLE ST , Vancouver, BC, Canada",49.2624943,-123.138405,1,49.2629887754288,-123.138172542216
"31","Commercial Break and Enter",2014,1,"31XX PRINCE EDWARD ST","3100 PRINCE EDWARD ST","3100 PRINCE EDWARD ST , Vancouver, BC, Canada",49.2573139,-123.0963451,1,49.2575108169368,-123.096015237234
"32","Commercial Break and Enter",2014,1,"1XX E 6TH AVE","100 E 6TH AVE","100 E 6TH AVE , Vancouver, BC, Canada",49.2654047,-123.1026241,1,49.2656187100203,-123.102475082481
"33","Commercial Break and Enter",2014,1,"43XX W 10TH AVE","4300 W 10TH AVE","4300 W 10TH AVE , Vancouver, BC, Canada",49.2636151,-123.2032222,1,49.2640735539167,-123.202963494689
"34","Commercial Break and Enter",2014,1,"7XX E CORDOVA ST","700 E CORDOVA ST","700 E CORDOVA ST , Vancouver, BC, Canada",49.2819547,-123.0892022,1,49.2821270994897,-123.089058143058
"35","Commercial Break and Enter",2014,1,"5XX GREAT NORTHERN WAY","500 GREAT NORTHERN WAY","500 GREAT NORTHERN WAY , Vancouver, BC, Canada",49.2666618,-123.0929656,1,49.2669941336259,-123.092816199509
"36","Commercial Break and Enter",2014,1,"14XX WILLIAM ST","1400 WILLIAM ST","1400 WILLIAM ST , Vancouver, BC, Canada",49.2739343,-123.0756197,1,49.2743242261011,-123.07535787004
"37","Commercial Break and Enter",2014,1,"11XX W PENDER ST","1100 W PENDER ST","1100 W PENDER ST , Vancouver, BC, Canada",49.2874375,-123.1206187,1,49.2876057194215,-123.120333853612
"38","Commercial Break and Enter",2014,1,"37XX W 28TH AVE","3700 W 28TH AVE","3700 W 28TH AVE , Vancouver, BC, Canada",49.2469852,-123.1867155,1,49.2471357230634,-123.186471599502
"39","Commercial Break and Enter",2014,1,"6XX HOWE ST","600 HOWE ST","600 HOWE ST , Vancouver, BC, Canada",49.2841363,-123.1173675,1,49.284400642987,-123.117058035271
"40","Commercial Break and Enter",2014,1,"15XX E HASTINGS ST","1500 E HASTINGS ST","1500 E HASTINGS ST , Vancouver, BC, Canada",49.28097,-123.07396,1,49.2814266913514,-123.073768525075
"41","Commercial Break and Enter",2014,1,"25XX FRASER ST","2500 FRASER ST","2500 FRASER ST , Vancouver, BC, Canada",49.2624447,-123.0889548,1,49.2626480026516,-123.088694067665
"42","Commercial Break and Enter",2014,1,"3XX RAILWAY ST","300 RAILWAY ST","300 RAILWAY ST , Vancouver, BC, Canada",49.2842268,-123.0976581,1,49.2845956241092,-123.09737448667
"43","Commercial Break and Enter",2014,1,"33XX FRASER ST","3300 FRASER ST","3300 FRASER ST , Vancouver, BC, Canada",49.2554174,-123.0897044,1,49.2558309089877,-123.089329903507
"44","Commercial Break and Enter",2014,1,"5XX CLARK DR","500 CLARK DR","500 CLARK DR , Vancouver, BC, Canada",49.2802136,-123.0769851,1,49.2806940010843,-123.076517730908
"45","Commercial Break and Enter",2014,1,"20XX W 12TH AVE","2000 W 12TH AVE","2000 W 12TH AVE , Vancouver, BC, Canada",49.26068,-123.15104,1,49.2608469981958,-123.150742832448
"46","Commercial Break and Enter",2014,1,"44XX DUNBAR ST","4400 DUNBAR ST","4400 DUNBAR ST , Vancouver, BC, Canada",49.2469435,-123.1850951,1,49.2471852032541,-123.184616848112
"47","Commercial Break and Enter",2014,1,"44XX MAIN ST","4400 MAIN ST","4400 MAIN ST , Vancouver, BC, Canada",49.2455259,-123.1010561,1,49.2457829568307,-123.100583136498
"48","Commercial Break and Enter",2014,1,"20XX W 41ST AVE","2000 W 41ST AVE","2000 W 41ST AVE , Vancouver, BC, Canada",49.2344051,-123.1522602,1,49.2346736749536,-123.151847575904
"49","Commercial Break and Enter",2014,1,"8XX W 41ST AVE","800 W 41ST AVE","800 W 41ST AVE , Vancouver, BC, Canada",49.2336851,-123.1238152,1,49.233871367243,-123.123563003465
"50","Commercial Break and Enter",2014,1,"1XX DAVIE ST","100 DAVIE ST","100 DAVIE ST , Vancouver, BC, Canada",49.2729763,-123.1200325,1,49.2730805978386,-123.119762194407
"51","Commercial Break and Enter",2014,1,"42XX ARBUTUS ST","4200 ARBUTUS ST","4200 ARBUTUS ST , Vancouver, BC, Canada",49.2479282,-123.1530951,1,49.2481560689858,-123.152962618988
"52","Commercial Break and Enter",2014,1,"1XX POWELL ST","100 POWELL ST","100 POWELL ST , Vancouver, BC, Canada",49.28297,-123.10184,1,49.283246872339,-123.101703582402
"53","Commercial Break and Enter",2014,1,"8XX BEATTY ST","800 BEATTY ST","800 BEATTY ST , Vancouver, BC, Canada",49.2774488,-123.1139524,1,49.2776238483613,-123.113753291637
"54","Commercial Break and Enter",2014,1,"29XX PRINCE EDWARD ST","2900 PRINCE EDWARD ST","2900 PRINCE EDWARD ST , Vancouver, BC, Canada",49.2591024,-123.0961144,1,49.2592938090296,-123.095792064353
"55","Commercial Break and Enter",2014,1,"1XX W PENDER ST","100 W PENDER ST","100 W PENDER ST , Vancouver, BC, Canada",49.28096,-123.10846,1,49.2810993882876,-123.108312067648
"56","Commercial Break and Enter",2014,1,"4XX W 2ND AVE","400 W 2ND AVE","400 W 2ND AVE , Vancouver, BC, Canada",49.2674396,-123.1128636,1,49.267705020481,-123.112413271379
"57","Commercial Break and Enter",2014,1,"1XX POWELL ST","100 POWELL ST","100 POWELL ST , Vancouver, BC, Canada",49.28297,-123.10184,1,49.2831833856797,-123.101698388431
"58","Commercial Break and Enter",2014,1,"36XX KINGSWAY AVE","3600 KINGSWAY AVE","3600 KINGSWAY AVE , Vancouver, BC, Canada",49.2320214,-123.0267836,1,49.2323528782989,-123.026302496717
"59","Commercial Break and Enter",2014,1,"7XX SE MARINE DR","700 SE MARINE DR","700 SE MARINE DR , Vancouver, BC, Canada",49.2108851,-123.0908499,1,49.2113216682248,-123.090548799546
"60","Commercial Break and Enter",2014,1,"64XX VICTORIA DR","6400 VICTORIA DR","6400 VICTORIA DR , Vancouver, BC, Canada",49.2261902,-123.0655339,1,49.2263334377696,-123.065378340656
"61","Commercial Break and Enter",2014,1,"5XX W BROADWAY AVE","500 W BROADWAY AVE","500 W BROADWAY AVE , Vancouver, BC, Canada",49.26291,-123.1153,1,49.2631790163311,-123.114904775048
"62","Commercial Break and Enter",2014,1,"7XX SAWYERS LANE","700 SAWYERS LANE","700 SAWYERS LANE , Vancouver, BC, Canada",49.2667795,-123.1209282,1,49.2672776945621,-123.120732578813
"63","Commercial Break and Enter",2014,1,"7XX SAWYERS LANE","700 SAWYERS LANE","700 SAWYERS LANE , Vancouver, BC, Canada",49.2667795,-123.1209282,1,49.2669072791783,-123.12064399881
"64","Commercial Break and Enter",2014,1,"8XX SAWYERS LANE","800 SAWYERS LANE","800 SAWYERS LANE , Vancouver, BC, Canada",49.2667104,-123.1212891,1,49.2670105614097,-123.121010532377
"65","Commercial Break and Enter",2014,1,"57XX OAK ST","5700 OAK ST","5700 OAK ST , Vancouver, BC, Canada",49.2337995,-123.1279651,1,49.2341461543751,-123.127640743373
"66","Commercial Break and Enter",2014,1,"82XX MANITOBA ST","8200 MANITOBA ST","8200 MANITOBA ST , Vancouver, BC, Canada",49.2114705,-123.1098589,1,49.2117436063615,-123.109377909317
"67","Commercial Break and Enter",2014,1,"1XX POWELL ST","100 POWELL ST","100 POWELL ST , Vancouver, BC, Canada",49.28297,-123.10184,1,49.2834346843411,-123.101658589585
"68","Commercial Break and Enter",2014,1,"23XX MAIN ST","2300 MAIN ST","2300 MAIN ST , Vancouver, BC, Canada",49.2645386,-123.1006974,1,49.2650246939456,-123.100444547256
"69","Commercial Break and Enter",2014,1,"1XX W HASTINGS ST","100 W HASTINGS ST","100 W HASTINGS ST , Vancouver, BC, Canada",49.2818961,-123.1074143,1,49.2821908816434,-123.107250006707
"70","Commercial Break and Enter",2014,1,"29XX GRANVILLE ST","2900 GRANVILLE ST","2900 GRANVILLE ST , Vancouver, BC, Canada",49.2597074,-123.1385044,1,49.2598477724646,-123.13828531213
"71","Commercial Break and Enter",2014,1,"7XX THURLOW ST","700 THURLOW ST","700 THURLOW ST , Vancouver, BC, Canada",49.2854289,-123.1233068,1,49.2857296807332,-123.123109500753
"72","Commercial Break and Enter",2014,1,"1XX W 1ST AVE","100 W 1ST AVE","100 W 1ST AVE , Vancouver, BC, Canada",49.2700751,-123.1068135,1,49.2703090527417,-123.106654771615
"73","Commercial Break and Enter",2014,1,"10XX HARWOOD ST","1000 HARWOOD ST","1000 HARWOOD ST , Vancouver, BC, Canada",49.2776163,-123.1315319,1,49.277766670512,-123.131296849481
"74","Commercial Break and Enter",2014,1,"1XX W BROADWAY AVE","100 W BROADWAY AVE","100 W BROADWAY AVE , Vancouver, BC, Canada",49.2629351,-123.1070431,1,49.2631538780197,-123.106831341508
"75","Commercial Break and Enter",2014,1,"29XX W 4TH AVE","2900 W 4TH AVE","2900 W 4TH AVE , Vancouver, BC, Canada",49.2682605,-123.1704888,1,49.2685694805765,-123.170043932582
"76","Commercial Break and Enter",2014,1,"6XX W BROADWAY AVE","600 W BROADWAY AVE","600 W BROADWAY AVE , Vancouver, BC, Canada",49.2631451,-123.117715,1,49.2633634374228,-123.117287359328
"78","Commercial Break and Enter",2014,1,"26XX FIR ST","2600 FIR ST","2600 FIR ST , Vancouver, BC, Canada",49.2625074,-123.1408767,1,49.2626402963557,-123.140516836398
"79","Commercial Break and Enter",2014,1,"2XX E 14TH AVE","200 E 14TH AVE","200 E 14TH AVE , Vancouver, BC, Canada",49.2582751,-123.1003393,1,49.258428161189,-123.100006472175
"80","Commercial Break and Enter",2014,1,"1XX E 1ST AVE","100 E 1ST AVE","100 E 1ST AVE , Vancouver, BC, Canada",49.2700347,-123.1024001,1,49.2702253048531,-123.101933536866
"81","Commercial Break and Enter",2014,1,"5XX SMITHE ST","500 SMITHE ST","500 SMITHE ST , Vancouver, BC, Canada",49.2790106,-123.1197059,1,49.2791453447248,-123.119332910632
"82","Commercial Break and Enter",2014,1,"7XX BEATTY ST","700 BEATTY ST","700 BEATTY ST , Vancouver, BC, Canada",49.2785058,-123.1123711,1,49.2788469539361,-123.111940782106
"83","Commercial Break and Enter",2014,1,"5XX GRANVILLE ST","500 GRANVILLE ST","500 GRANVILLE ST , Vancouver, BC, Canada",49.2843,-123.11484,1,49.2846442534582,-123.114368794147
"85","Commercial Break and Enter",2014,1,"18XX MAIN ST","1800 MAIN ST","1800 MAIN ST , Vancouver, BC, Canada",49.26872,-123.10042,1,49.2692179908268,-123.100183948192
"86","Commercial Break and Enter",2014,1,"85XX FRASER ST","8500 FRASER ST","8500 FRASER ST , Vancouver, BC, Canada",49.2068177,-123.0909365,1,49.2072964506579,-123.090640777468
"87","Commercial Break and Enter",2014,1,"22XX W BROADWAY AVE","2200 W BROADWAY AVE","2200 W BROADWAY AVE , Vancouver, BC, Canada",49.2637451,-123.1555228,1,49.2639044393089,-123.155391122666
"89","Commercial Break and Enter",2014,1,"13XX E KENT N AVE","1300 E KENT N AVE","1300 E KENT N AVE , Vancouver, BC, Canada",49.2089654,-123.0805572,1,49.2091104943381,-123.080143361867
"90","Commercial Break and Enter",2014,1,"63XX FRASER ST","6300 FRASER ST","6300 FRASER ST , Vancouver, BC, Canada",49.2272873,-123.0905146,1,49.2274522161113,-123.090025219435
"91","Commercial Break and Enter",2014,1,"29XX W BROADWAY AVE","2900 W BROADWAY AVE","2900 W BROADWAY AVE , Vancouver, BC, Canada",49.2639851,-123.1703122,1,49.2643765659581,-123.169875413215
"92","Commercial Break and Enter",2014,1,"12XX BIDWELL ST","1200 BIDWELL ST","1200 BIDWELL ST , Vancouver, BC, Canada",49.2860018,-123.1403293,1,49.2861874311093,-123.140067028448
"93","Commercial Break and Enter",2014,1,"13XX VENABLES ST","1300 VENABLES ST","1300 VENABLES ST , Vancouver, BC, Canada",49.2766251,-123.0770009,1,49.2768930788097,-123.076761584537
"94","Commercial Break and Enter",2014,1,"8XX POWELL ST","800 POWELL ST","800 POWELL ST , Vancouver, BC, Canada",49.2828251,-123.086837,1,49.2831989968967,-123.086486239001
"95","Commercial Break and Enter",2014,1,"4XX E 10TH AVE","400 E 10TH AVE","400 E 10TH AVE , Vancouver, BC, Canada",49.2614838,-123.0958379,1,49.2618192332302,-123.095503020855
"96","Commercial Break and Enter",2014,1,"ALBERNI ST / CHILCO ST","ALBERNI ST / CHILCO ST","ALBERNI ST  and  CHILCO ST , Vancouver, BC, Canada",49.29408,-123.13733,1,49.2942466147226,-123.137055920734
"97","Commercial Break and Enter",2014,1,"20XX W 2ND AVE","2000 W 2ND AVE","2000 W 2ND AVE , Vancouver, BC, Canada",49.2697151,-123.1504934,1,49.2699948087811,-123.150329597545
"98","Commercial Break and Enter",2014,1,"86XX BARNARD ST","8600 BARNARD ST","8600 BARNARD ST , Vancouver, BC, Canada",49.2084246,-123.1449042,1,49.2086822137791,-123.144733413208
"99","Commercial Break and Enter",2014,1,"9XX STATION ST","900 STATION ST","900 STATION ST , Vancouver, BC, Canada",49.2765789,-123.0988255,1,49.2769464707064,-123.098399399672
"100","Commercial Break and Enter",2014,1,"32XX OAK ST","3200 OAK ST","3200 OAK ST , Vancouver, BC, Canada",49.2569453,-123.1270389,1,49.2573006456953,-123.126770494624
"102","Commercial Break and Enter",2014,1,"22XX COMMERCIAL DR","2200 COMMERCIAL DR","2200 COMMERCIAL DR , Vancouver, BC, Canada",49.2649076,-123.0695951,1,49.2653866355809,-123.069367200083
"104","Commercial Break and Enter",2014,1,"1XX W 7TH AVE","100 W 7TH AVE","100 W 7TH AVE , Vancouver, BC, Canada",49.2645851,-123.1069731,1,49.2650732945763,-123.106664427656
"105","Commercial Break and Enter",2014,1,"64XX FRASER ST","6400 FRASER ST","6400 FRASER ST , Vancouver, BC, Canada",49.2263666,-123.0905547,1,49.2268284394368,-123.090381861099
"106","Commercial Break and Enter",2014,1,"18XX COMMERCIAL DR","1800 COMMERCIAL DR","1800 COMMERCIAL DR , Vancouver, BC, Canada",49.2685675,-123.0695151,1,49.2689796381754,-123.069289393283
"107","Commercial Break and Enter",2014,1,"18XX W BROADWAY AVE","1800 W BROADWAY AVE","1800 W BROADWAY AVE , Vancouver, BC, Canada",49.2635851,-123.1459829,1,49.2636950774478,-123.145492578974
"108","Commercial Break and Enter",2014,1,"18XX COMMERCIAL DR","1800 COMMERCIAL DR","1800 COMMERCIAL DR , Vancouver, BC, Canada",49.2685675,-123.0695151,1,49.2686798157386,-123.069220746716
"109","Commercial Break and Enter",2014,1,"1XX W 1ST AVE","100 W 1ST AVE","100 W 1ST AVE , Vancouver, BC, Canada",49.2700751,-123.1068135,1,49.2703305034693,-123.106560179938
"110","Commercial Break and Enter",2014,1,"30XX E KENT N AVE","3000 E KENT N AVE","3000 E KENT N AVE , Vancouver, BC, Canada",49.2065419,-123.0450129,1,49.2067726163221,-123.04457281967
"112","Commercial Break and Enter",2014,1,"6XX ABBOTT ST","600 ABBOTT ST","600 ABBOTT ST , Vancouver, BC, Canada",49.2795536,-123.1074751,1,49.2796576876382,-123.107068184949
"113","Commercial Break and Enter",2014,1,"8XX SEYMOUR ST","800 SEYMOUR ST","800 SEYMOUR ST , Vancouver, BC, Canada",49.2804991,-123.1189233,1,49.2806329105907,-123.118809035607
"114","Commercial Break and Enter",2014,1,"7XX E CORDOVA ST","700 E CORDOVA ST","700 E CORDOVA ST , Vancouver, BC, Canada",49.2819547,-123.0892022,1,49.2822120693668,-123.088782423263
"115","Commercial Break and Enter",2014,1,"3XX KEEFER ST","300 KEEFER ST","300 KEEFER ST , Vancouver, BC, Canada",49.2792742,-123.096984,1,49.2794842767335,-123.096815259326
"116","Commercial Break and Enter",2014,1,"1XX W 2ND AVE","100 W 2ND AVE","100 W 2ND AVE , Vancouver, BC, Canada",49.2691651,-123.1067931,1,49.2693321616909,-123.106543462433
"117","Commercial Break and Enter",2014,1,"5XX DUNSMUIR ST","500 DUNSMUIR ST","500 DUNSMUIR ST , Vancouver, BC, Canada",49.28229,-123.11511,1,49.2825791165586,-123.114898741596
"118","Commercial Break and Enter",2014,1,"9XX MAIN ST","900 MAIN ST","900 MAIN ST , Vancouver, BC, Canada",49.2766075,-123.0996538,1,49.2767641588871,-123.099363937437
"119","Commercial Break and Enter",2014,1,"5XX BEATTY ST","500 BEATTY ST","500 BEATTY ST , Vancouver, BC, Canada",49.2810072,-123.1084969,1,49.2812388779857,-123.108116776724
"120","Commercial Break and Enter",2014,1,"13XX E 8TH AVE","1300 E 8TH AVE","1300 E 8TH AVE , Vancouver, BC, Canada",49.2631951,-123.0772892,1,49.2633902139381,-123.076942774572
"121","Commercial Break and Enter",2014,1,"1XX W 8TH AVE","100 W 8TH AVE","100 W 8TH AVE , Vancouver, BC, Canada",49.2636651,-123.1070025,1,49.2639982953651,-123.10671453066
"122","Commercial Break and Enter",2014,1,"2XX E 2ND AVE","200 E 2ND AVE","200 E 2ND AVE , Vancouver, BC, Canada",49.2688762,-123.1005323,1,49.2692752882124,-123.100430202819
"124","Commercial Break and Enter",2014,1,"24XX HEMLOCK ST","2400 HEMLOCK ST","2400 HEMLOCK ST , Vancouver, BC, Canada",49.2643099,-123.135827,1,49.2644169008941,-123.135367004469
"125","Commercial Break and Enter",2014,1,"1XX W 5TH AVE","100 W 5TH AVE","100 W 5TH AVE , Vancouver, BC, Canada",49.2663851,-123.106893,1,49.2665551304062,-123.106579353812
"126","Commercial Break and Enter",2014,1,"17XX W 4TH AVE","1700 W 4TH AVE","1700 W 4TH AVE , Vancouver, BC, Canada",49.2678551,-123.1434235,1,49.2681655074893,-123.143249500003
"127","Commercial Break and Enter",2014,1,"1XX KEEFER PL","100 KEEFER PL","100 KEEFER PL , Vancouver, BC, Canada",49.279606,-123.107833,1,49.2800707504241,-123.107586852262
"128","Commercial Break and Enter",2014,1,"11XX HARO ST","1100 HARO ST","1100 HARO ST , Vancouver, BC, Canada",49.2838563,-123.1261119,1,49.284135959268,-123.125971620883
"129","Commercial Break and Enter",2014,1,"21XX MAIN ST","2100 MAIN ST","2100 MAIN ST , Vancouver, BC, Canada",49.2662543,-123.100605,1,49.2664844056093,-123.100461881733
"130","Commercial Break and Enter",2014,1,"12XX HARO ST","1200 HARO ST","1200 HARO ST , Vancouver, BC, Canada",49.2852861,-123.1282911,1,49.2857368503365,-123.127874776284
"131","Commercial Break and Enter",2014,1,"10XX E 8TH AVE","1000 E 8TH AVE","1000 E 8TH AVE , Vancouver, BC, Canada",49.2632449,-123.0830309,1,49.2637080158429,-123.082833294923
"132","Commercial Break and Enter",2014,1,"52XX HEATHER ST","5200 HEATHER ST","5200 HEATHER ST , Vancouver, BC, Canada",49.2382266,-123.1204598,1,49.2386957593053,-123.120256716605
"133","Commercial Break and Enter",2014,1,"4XX RAILWAY ST","400 RAILWAY ST","400 RAILWAY ST , Vancouver, BC, Canada",49.2848289,-123.0949844,1,49.2851701878941,-123.094597651253
"134","Commercial Break and Enter",2014,1,"14XX RICHARDS ST","1400 RICHARDS ST","1400 RICHARDS ST , Vancouver, BC, Canada",49.2735095,-123.1276064,1,49.273813336708,-123.127471466836
"135","Commercial Break and Enter",2014,1,"14XX NELSON ST","1400 NELSON ST","1400 NELSON ST , Vancouver, BC, Canada",49.2857949,-123.1333566,1,49.2860880630034,-123.133000057254
"136","Commercial Break and Enter",2014,1,"85XX KINROSS ST","8500 KINROSS ST","8500 KINROSS ST , Vancouver, BC, Canada",49.20633,-123.03535,1,49.2067876467059,-123.035117783817
"137","Commercial Break and Enter",2014,1,"16XX CLARK DR","1600 CLARK DR","1600 CLARK DR , Vancouver, BC, Canada",49.2704377,-123.0771343,1,49.2707213364154,-123.076948896779
"138","Commercial Break and Enter",2014,1,"15XX HOWE ST","1500 HOWE ST","1500 HOWE ST , Vancouver, BC, Canada",49.27417,-123.132,1,49.2744676664009,-123.131602569062
"139","Commercial Break and Enter",2014,1,"11XX W GEORGIA ST","1100 W GEORGIA ST","1100 W GEORGIA ST , Vancouver, BC, Canada",49.2856665,-123.1234024,1,49.2861436660861,-123.123200743205
"140","Commercial Break and Enter",2014,1,"12XX W 8TH AVE","1200 W 8TH AVE","1200 W 8TH AVE , Vancouver, BC, Canada",49.2642851,-123.131563,1,49.2645737516612,-123.131063166712
"141","Commercial Break and Enter",2014,1,"36XX E HASTINGS ST","3600 E HASTINGS ST","3600 E HASTINGS ST , Vancouver, BC, Canada",49.28085,-123.02527,1,49.2811535263457,-123.024850597693
"143","Commercial Break and Enter",2014,1,"11XX BURRARD ST","1100 BURRARD ST","1100 BURRARD ST , Vancouver, BC, Canada",49.27968,-123.12763,1,49.2800717457541,-123.12752665563
"144","Commercial Break and Enter",2014,1,"16XX W 3RD AVE","1600 W 3RD AVE","1600 W 3RD AVE , Vancouver, BC, Canada",49.2686751,-123.1410034,1,49.269152436213,-123.140512796666
"145","Commercial Break and Enter",2014,1,"11XX JERVIS ST","1100 JERVIS ST","1100 JERVIS ST , Vancouver, BC, Canada",49.28356,-123.1334,1,49.2839209092895,-123.133085714158
"146","Commercial Break and Enter",2014,1,"4XX W 15TH AVE","400 W 15TH AVE","400 W 15TH AVE , Vancouver, BC, Canada",49.2577051,-123.1132924,1,49.2580577924791,-123.113157221269
"147","Commercial Break and Enter",2014,1,"4XX W 15TH AVE","400 W 15TH AVE","400 W 15TH AVE , Vancouver, BC, Canada",49.2577051,-123.1132924,1,49.2578749342476,-123.113045608547
"148","Commercial Break and Enter",2014,1,"3XX E 14TH AVE","300 E 14TH AVE","300 E 14TH AVE , Vancouver, BC, Canada",49.2582649,-123.0981295,1,49.2587556149412,-123.097726926293
"149","Commercial Break and Enter",2014,1,"14XX NELSON ST","1400 NELSON ST","1400 NELSON ST , Vancouver, BC, Canada",49.2857949,-123.1333566,1,49.2860946914043,-123.132927618524
"150","Commercial Break and Enter",2014,1,"19XX PINE ST","1900 PINE ST","1900 PINE ST , Vancouver, BC, Canada",49.2687014,-123.1429844,1,49.2688260739259,-123.142665872721
