"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","h_block","full_address","lat","lon"
"22","Theft From Auto Over $5000",2007,2,"7XX GRANVILLE ST","700 GRANVILLE ST","700 GRANVILLE ST, Vancouver, BC, Canada",49.2822179,-123.1182166
"23","Theft From Auto Over $5000",2007,2,"8XX AVISON WAY","800 AVISON WAY","800 AVISON WAY, Vancouver, BC, Canada",49.2979379,-123.1311265
"24","Theft From Auto Over $5000",2007,2,"5XX BLOCK E 11TH AVE","500 BLOCK E 11TH AVE","500 BLOCK E 11TH AVE, Vancouver, BC, Canada",49.26038,-123.09282
"25","Theft From Auto Over $5000",2007,2,"47XX BLOCK GLADSTONE ST","4700 BLOCK GLADSTONE ST","4700 BLOCK GLADSTONE ST, Vancouver, BC, Canada",49.2425937,-123.0625683
"26","Theft From Auto Over $5000",2007,2,"1XX W GEORGIA ST","100 W GEORGIA ST","100 W GEORGIA ST, Vancouver, BC, Canada",49.2787064,-123.1125227
"27","Theft From Auto Over $5000",2007,2,"10XX NELSON ST","1000 NELSON ST","1000 NELSON ST, Vancouver, BC, Canada",49.2811165,-123.1261926
"28","Theft From Auto Over $5000",2007,2,"12XX BLOCK ROBSON ST","1200 BLOCK ROBSON ST","1200 BLOCK ROBSON ST, Vancouver, BC, Canada",49.2859863,-123.1272122
"29","Theft From Auto Over $5000",2007,2,"4XX SEYMOUR ST","400 SEYMOUR ST","400 SEYMOUR ST, Vancouver, BC, Canada",49.2844743,-123.1129097
"30","Theft From Auto Over $5000",2007,2,"7XX BLOCK W PENDER ST","700 BLOCK W PENDER ST","700 BLOCK W PENDER ST, Vancouver, BC, Canada",49.2848,-123.11562
"31","Theft From Auto Over $5000",2007,3,"11XX BLOCK HAMILTON ST","1100 BLOCK HAMILTON ST","1100 BLOCK HAMILTON ST, Vancouver, BC, Canada",49.2757095,-123.1211894
"32","Theft From Auto Over $5000",2007,3,"57XX MAIN ST","5700 MAIN ST","5700 MAIN ST, Vancouver, BC, Canada",49.2329704,-123.1013145
"33","Theft From Auto Over $5000",2007,3,"17XX BLOCK MCSPADDEN AVE","1700 BLOCK MCSPADDEN AVE","1700 BLOCK MCSPADDEN AVE, Vancouver, BC, Canada",49.2663151,-123.0694898
"34","Theft From Auto Over $5000",2007,3,"13XX ROBSON ST","1300 ROBSON ST","1300 ROBSON ST, Vancouver, BC, Canada",49.28707,-123.12925
"35","Theft From Auto Over $5000",2007,3,"17XX COMOX ST","1700 COMO0 ST","1700 COMO0 ST, Vancouver, BC, Canada",49.2876055,-123.1383789
"36","Theft From Auto Over $5000",2007,3,"19XX DUNBAR ST","1900 DUNBAR ST","1900 DUNBAR ST, Vancouver, BC, Canada",49.2693333,-123.1833661
"37","Theft From Auto Over $5000",2007,3,"25XX BLOCK W 10TH AVE","2500 BLOCK W 10TH AVE","2500 BLOCK W 10TH AVE, Vancouver, BC, Canada",49.2628652,-123.1624155
"38","Theft From Auto Over $5000",2007,3,"28XX BLOCK E 43RD AVE","2800 BLOCK E 43RD AVE","2800 BLOCK E 43RD AVE, Vancouver, BC, Canada",49.2310247,-123.0485721
"39","Theft From Auto Over $5000",2007,3,"21XX KINGSWAY AVE","2100 KINGSWAY AVE","2100 KINGSWAY AVE, Vancouver, BC, Canada",49.2586087,-122.7754641
"40","Theft From Auto Over $5000",2007,3,"2XX COLUMBIA ST","200 COLUMBIA ST","200 COLUMBIA ST, Vancouver, BC, Canada",49.2830811,-123.1019644
"41","Theft From Auto Over $5000",2007,3,"5XX W 28TH AVE","500 W 28TH AVE","500 W 28TH AVE, Vancouver, BC, Canada",49.2459652,-123.1159866
"42","Theft From Auto Over $5000",2007,3,"9XX BLOCK HOWE ST","900 BLOCK HOWE ST","900 BLOCK HOWE ST, Vancouver, BC, Canada",49.28043,-123.12265
"43","Theft From Auto Over $5000",2007,3,"67XX MONTGOMERY ST","6700 MONTGOMERY ST","6700 MONTGOMERY ST, Vancouver, BC, Canada",49.2248873,-123.1317513
"44","Theft From Auto Over $5000",2007,3,"16XX PENDRELL ST","1600 PENDRELL ST","1600 PENDRELL ST, Vancouver, BC, Canada",49.285896,-123.1378613
"45","Theft From Auto Over $5000",2007,3,"1XX E CORDOVA ST","100 E CORDOVA ST","100 E CORDOVA ST, Vancouver, BC, Canada",49.28207,-123.10198
"46","Theft From Auto Over $5000",2007,3,"MAIN ST / E PENDER ST","MAIN ST / E PENDER ST","MAIN ST & E PENDER ST, Vancouver, BC, Canada",49.28038,-123.0997
"47","Theft From Auto Over $5000",2007,4,"21XX CAMBRIDGE ST","2100 CAMBRIDGE ST","2100 CAMBRIDGE ST, Vancouver, BC, Canada",49.2865051,-123.0606893
"48","Theft From Auto Over $5000",2007,4,"10XX E CORDOVA ST","1000 E CORDOVA ST","1000 E CORDOVA ST, Vancouver, BC, Canada",49.2818849,-123.0821582
"49","Theft From Auto Over $5000",2007,4,"83XX ST GEORGE ST","8300 ST GEORGE ST","8300 ST GEORGE ST, Vancouver, BC, Canada",49.2093614,-123.093784
"50","Theft From Auto Over $5000",2007,4,"4XX BLOCK COLUMBIA ST","400 BLOCK COLUMBIA ST","400 BLOCK COLUMBIA ST, Vancouver, BC, Canada",49.2812509,-123.102044
"51","Theft From Auto Over $5000",2007,4,"7XX DRAKE ST","700 DRAKE ST","700 DRAKE ST, Vancouver, BC, Canada",49.2760756,-123.1280299
"52","Theft From Auto Over $5000",2007,4,"7XX BLOCK W GEORGIA ST","700 BLOCK W GEORGIA ST","700 BLOCK W GEORGIA ST, Vancouver, BC, Canada",49.28276,-123.11871
"53","Theft From Auto Over $5000",2007,4,"7XX W GEORGIA ST","700 W GEORGIA ST","700 W GEORGIA ST, Vancouver, BC, Canada",49.28276,-123.11871
"54","Theft From Auto Over $5000",2007,4,"7XX DRAKE ST","700 DRAKE ST","700 DRAKE ST, Vancouver, BC, Canada",49.2760756,-123.1280299
"55","Theft From Auto Over $5000",2007,4,"33XX KINGSWAY AVE","3300 KINGSWAY AVE","3300 KINGSWAY AVE, Vancouver, BC, Canada",49.2339245,-123.0357616
"56","Theft From Auto Over $5000",2007,4,"41XX BLOCK GLADSTONE ST","4100 BLOCK GLADSTONE ST","4100 BLOCK GLADSTONE ST, Vancouver, BC, Canada",49.2487247,-123.0603851
"57","Theft From Auto Over $5000",2007,4,"7XX SEYMOUR ST","700 SEYMOUR ST","700 SEYMOUR ST, Vancouver, BC, Canada",49.2816172,-123.1172078
"58","Theft From Auto Over $5000",2007,4,"1XX UNION ST","100 UNION ST","100 UNION ST, Vancouver, BC, Canada",49.2775153,-123.1018806
"59","Theft From Auto Over $5000",2007,4,"8XX LAGOON DR","800 LAGOON DR","800 LAGOON DR, Vancouver, BC, Canada",49.2932736,-123.1384823
"60","Theft From Auto Over $5000",2007,4,"3XX WATER ST","300 WATER ST","300 WATER ST, Vancouver, BC, Canada",49.2842264,-123.1090181
"61","Theft From Auto Over $5000",2007,4,"10XX BARCLAY ST","1000 BARCLAY ST","1000 BARCLAY ST, Vancouver, BC, Canada",49.2818261,-123.1251112
"62","Theft From Auto Over $5000",2007,4,"7XX NICOLA ST","700 NICOLA ST","700 NICOLA ST, Vancouver, BC, Canada",49.2895083,-123.1295395
"63","Theft From Auto Over $5000",2007,4,"7XX W PENDER ST","700 W PENDER ST","700 W PENDER ST, Vancouver, BC, Canada",49.2848,-123.11562
"64","Theft From Auto Over $5000",2007,4,"56XX STANLEY PARK DR","5600 STANLEY PARK DR","5600 STANLEY PARK DR, Vancouver, BC, Canada",49.312064,-123.1430497
"65","Theft From Auto Over $5000",2007,4,"4XX BLOCK HAMILTON ST","400 BLOCK HAMILTON ST","400 BLOCK HAMILTON ST, Vancouver, BC, Canada",49.2825607,-123.1100148
"66","Theft From Auto Over $5000",2007,4,"1XX BLOCK NELSON ST","100 BLOCK NELSON ST","100 BLOCK NELSON ST, Vancouver, BC, Canada",49.2753464,-123.1172626
"67","Theft From Auto Over $5000",2007,4,"2XX BLOCK E 6TH AVE","200 BLOCK E 6TH AVE","200 BLOCK E 6TH AVE, Vancouver, BC, Canada",49.2653751,-123.1006498
"68","Theft From Auto Over $5000",2007,4,"16XX JOHNSTON ST","1600 JOHNSTON ST","1600 JOHNSTON ST, Vancouver, BC, Canada",49.2718907,-123.135216
"69","Theft From Auto Over $5000",2007,5,"RICHARDS ST / W CORDOVA ST","RICHARDS ST / W CORDOVA ST","RICHARDS ST & W CORDOVA ST, Vancouver, BC, Canada",49.28465,-123.11085
"70","Theft From Auto Over $5000",2007,5,"8XX W 13TH AVE","800 W 13TH AVE","800 W 13TH AVE, Vancouver, BC, Canada",49.2594451,-123.1221342
"71","Theft From Auto Over $5000",2007,5,"5XX TAYLOR ST","500 TAYLOR ST","500 TAYLOR ST, Vancouver, BC, Canada",49.2805107,-123.105474
"72","Theft From Auto Over $5000",2007,5,"3XX BLOCK W CORDOVA ST","300 BLOCK W CORDOVA ST","300 BLOCK W CORDOVA ST, Vancouver, BC, Canada",49.2834866,-123.109353
"73","Theft From Auto Over $5000",2007,5,"17XX COMOX ST","1700 COMO0 ST","1700 COMO0 ST, Vancouver, BC, Canada",49.2876055,-123.1383789
"74","Theft From Auto Over $5000",2007,5,"10XX ALBERNI ST","1000 ALBERNI ST","1000 ALBERNI ST, Vancouver, BC, Canada",49.2839249,-123.1219471
"75","Theft From Auto Over $5000",2007,5,"COLUMBIA ST / POWELL ST","COLUMBIA ST / POWELL ST","COLUMBIA ST & POWELL ST, Vancouver, BC, Canada",49.28324,-123.10217
"76","Theft From Auto Over $5000",2007,5,"61XX BLENHEIM ST","6100 BLENHEIM ST","6100 BLENHEIM ST, Vancouver, BC, Canada",49.230869,-123.1785069
"77","Theft From Auto Over $5000",2007,5,"23XX COLUMBIA ST","2300 COLUMBIA ST","2300 COLUMBIA ST, Vancouver, BC, Canada",49.2646221,-123.1093151
"78","Theft From Auto Over $5000",2007,5,"15XX W 16TH AVE","1500 W 16TH AVE","1500 W 16TH AVE, Vancouver, BC, Canada",49.2568399,-123.13923
"79","Theft From Auto Over $5000",2007,5,"27XX ARBUTUS ST","2700 ARBUTUS ST","2700 ARBUTUS ST, Vancouver, BC, Canada",49.2617916,-123.1528344
"80","Theft From Auto Over $5000",2007,5,"4XX SEYMOUR ST","400 SEYMOUR ST","400 SEYMOUR ST, Vancouver, BC, Canada",49.2844743,-123.1129097
"81","Theft From Auto Over $5000",2007,5,"15XX BLOCK OLD BRIDGE ST","1500 BLOCK OLD BRIDGE ST","1500 BLOCK OLD BRIDGE ST, Vancouver, BC, Canada",49.2698921,-123.1351859
"82","Theft From Auto Over $5000",2007,5,"12XX MELVILLE ST","1200 MELVILLE ST","1200 MELVILLE ST, Vancouver, BC, Canada",49.2878266,-123.124373
"83","Theft From Auto Over $5000",2007,5,"7XX GRANVILLE ST","700 GRANVILLE ST","700 GRANVILLE ST, Vancouver, BC, Canada",49.2822179,-123.1182166
"84","Theft From Auto Over $5000",2007,5,"RICHARDS ST / W GEORGIA ST","RICHARDS ST / W GEORGIA ST","RICHARDS ST & W GEORGIA ST, Vancouver, BC, Canada",49.2812399,-123.11614
"85","Theft From Auto Over $5000",2007,5,"1XX BLOCK W GEORGIA ST","100 BLOCK W GEORGIA ST","100 BLOCK W GEORGIA ST, Vancouver, BC, Canada",49.2787064,-123.1125227
"86","Theft From Auto Over $5000",2007,5,"11XX BLOCK NELSON ST","1100 BLOCK NELSON ST","1100 BLOCK NELSON ST, Vancouver, BC, Canada",49.2824647,-123.1282263
"87","Theft From Auto Over $5000",2007,5,"33XX W 7TH AVE","3300 W 7TH AVE","3300 W 7TH AVE, Vancouver, BC, Canada",49.2658051,-123.1780015
"88","Theft From Auto Over $5000",2007,6,"14XX ANDERSON ST","1400 ANDERSON ST","1400 ANDERSON ST, Vancouver, BC, Canada",49.2708035,-123.135533
"89","Theft From Auto Over $5000",2007,6,"7XX BLOCK THURLOW ST","700 BLOCK THURLOW ST","700 BLOCK THURLOW ST, Vancouver, BC, Canada",49.2854289,-123.1233068
"90","Theft From Auto Over $5000",2007,6,"18XX ADANAC ST","1800 ADANAC ST","1800 ADANAC ST, Vancouver, BC, Canada",49.2774451,-123.0680718
"91","Theft From Auto Over $5000",2007,6,"GRANVILLE STREET BRDG / SEYMOUR ST OFRP","GRANVILLE STREET BRDG / SEYMOUR ST OFRP","GRANVILLE STREET BRDG & SEYMOUR ST OFRP, Vancouver, BC, Canada",49.27506,-123.12941
"92","Theft From Auto Over $5000",2007,6,"7XX GRANVILLE ST","700 GRANVILLE ST","700 GRANVILLE ST, Vancouver, BC, Canada",49.2822179,-123.1182166
"93","Theft From Auto Over $5000",2007,6,"1XX BLOCK POWELL ST","100 BLOCK POWELL ST","100 BLOCK POWELL ST, Vancouver, BC, Canada",49.28297,-123.10184
"94","Theft From Auto Over $5000",2007,6,"32XX BLOCK ST CATHERINES ST","3200 BLOCK ST CATHERINES ST","3200 BLOCK ST CATHERINES ST, Vancouver, BC, Canada",49.2562525,-123.0853441
"95","Theft From Auto Over $5000",2007,6,"31XX STANLEY PARK DR","3100 STANLEY PARK DR","3100 STANLEY PARK DR, Vancouver, BC, Canada",49.3003722,-123.1174617
"96","Theft From Auto Over $5000",2007,6,"43XX WINDSOR ST","4300 WINDSOR ST","4300 WINDSOR ST, Vancouver, BC, Canada",49.2464115,-123.0837163
"97","Theft From Auto Over $5000",2007,6,"27XX CHANDLERY PL","2700 CHANDLERY PL","2700 CHANDLERY PL, Vancouver, BC, Canada",49.2067448,-123.0512758
"98","Theft From Auto Over $5000",2007,6,"56XX STANLEY PARK DR","5600 STANLEY PARK DR","5600 STANLEY PARK DR, Vancouver, BC, Canada",49.312064,-123.1430497
"99","Theft From Auto Over $5000",2007,6,"W PENDER ST / TAYLOR ST","W PENDER ST / TAYLOR ST","W PENDER ST & TAYLOR ST, Vancouver, BC, Canada",49.28073,-123.10558
"100","Theft From Auto Over $5000",2007,6,"3XX BLOCK TERMINAL AVE","300 BLOCK TERMINAL AVE","300 BLOCK TERMINAL AVE, Vancouver, BC, Canada",49.2722001,-123.0978569
"101","Theft From Auto Over $5000",2007,7,"1XX E 3RD AVE","100 E 3RD AVE","100 E 3RD AVE, Vancouver, BC, Canada",49.2681151,-123.1025304
"102","Theft From Auto Over $5000",2007,7,"SEYMOUR ST / W PENDER ST","SEYMOUR ST / W PENDER ST","SEYMOUR ST & W PENDER ST, Vancouver, BC, Canada",49.28401,-123.11388
"103","Theft From Auto Over $5000",2007,7,"14XX BLOCK ANDERSON ST","1400 BLOCK ANDERSON ST","1400 BLOCK ANDERSON ST, Vancouver, BC, Canada",49.2708035,-123.135533
"104","Theft From Auto Over $5000",2007,7,"1XX BLOCK DUNLEVY AVE","100 BLOCK DUNLEVY AVE","100 BLOCK DUNLEVY AVE, Vancouver, BC, Canada",49.283901,-123.0950641
"105","Theft From Auto Over $5000",2007,7,"11XX BLOCK ALBERNI ST","1100 BLOCK ALBERNI ST","1100 BLOCK ALBERNI ST, Vancouver, BC, Canada",49.2852654,-123.1239986
"106","Theft From Auto Over $5000",2007,7,"8XX ABBOTT ST","800 ABBOTT ST","800 ABBOTT ST, Vancouver, BC, Canada",49.28035,-123.10761
"107","Theft From Auto Over $5000",2007,7,"7XX W 14TH AVE","700 W 14TH AVE","700 W 14TH AVE, Vancouver, BC, Canada",49.2584951,-123.1202122
"108","Theft From Auto Over $5000",2007,7,"56XX STANLEY PARK DR","5600 STANLEY PARK DR","5600 STANLEY PARK DR, Vancouver, BC, Canada",49.312064,-123.1430497
"109","Theft From Auto Over $5000",2007,7,"14XX BLOCK LAKEWOOD DR","1400 BLOCK LAKEWOOD DR","1400 BLOCK LAKEWOOD DR, Vancouver, BC, Canada",49.27185,-123.06153
"110","Theft From Auto Over $5000",2007,7,"1XX WATER ST","100 WATER ST","100 WATER ST, Vancouver, BC, Canada",49.2837861,-123.1065744
"111","Theft From Auto Over $5000",2007,7,"W HASTINGS ST / HOWE ST","W HASTINGS ST / HOWE ST","W HASTINGS ST & HOWE ST, Vancouver, BC, Canada",49.28595,-123.11487
"112","Theft From Auto Over $5000",2007,7,"8XX BLOCK STATION ST","800 BLOCK STATION ST","800 BLOCK STATION ST, Vancouver, BC, Canada",49.2765789,-123.0988255
"113","Theft From Auto Over $5000",2007,7,"W 41ST AVE / YEW ST","W 41ST AVE / YEW ST","W 41ST AVE & YEW ST, Vancouver, BC, Canada",49.23465,-123.15842
"114","Theft From Auto Over $5000",2007,8,"32XX DIEPPE DR","3200 DIEPPE DR","3200 DIEPPE DR, Vancouver, BC, Canada",49.2566201,-123.0266801
"115","Theft From Auto Over $5000",2007,8,"15XX E 12TH AVE","1500 E 12TH AVE","1500 E 12TH AVE, Vancouver, BC, Canada",49.2594551,-123.0734074
"116","Theft From Auto Over $5000",2007,8,"7XX THURLOW ST","700 THURLOW ST","700 THURLOW ST, Vancouver, BC, Canada",49.2854289,-123.1233068
"117","Theft From Auto Over $5000",2007,8,"7XX BLOCK E 19TH AVE","700 BLOCK E 19TH AVE","700 BLOCK E 19TH AVE, Vancouver, BC, Canada",49.2536051,-123.0897733
"118","Theft From Auto Over $5000",2007,8,"18XX BLOCK COMMERCIAL DR","1800 BLOCK COMMERCIAL DR","1800 BLOCK COMMERCIAL DR, Vancouver, BC, Canada",49.2685675,-123.0695151
"119","Theft From Auto Over $5000",2007,8,"12XX BLOCK GRANVILLE ST","1200 BLOCK GRANVILLE ST","1200 BLOCK GRANVILLE ST, Vancouver, BC, Canada",49.2769284,-123.1262661
"120","Theft From Auto Over $5000",2007,8,"11XX GRANVILLE ST","1100 GRANVILLE ST","1100 GRANVILLE ST, Vancouver, BC, Canada",49.27778,-123.12465
"121","Theft From Auto Over $5000",2007,8,"4XX BLOCK COLUMBIA ST","400 BLOCK COLUMBIA ST","400 BLOCK COLUMBIA ST, Vancouver, BC, Canada",49.2812509,-123.102044
"122","Theft From Auto Over $5000",2007,8,"4XX BROUGHTON ST","400 BROUGHTON ST","400 BROUGHTON ST, Vancouver, BC, Canada",49.2905505,-123.1259189
"123","Theft From Auto Over $5000",2007,8,"20XX W 12TH AVE","2000 W 12TH AVE","2000 W 12TH AVE, Vancouver, BC, Canada",49.26068,-123.15104
"124","Theft From Auto Over $5000",2007,8,"4XX CAMBIE ST","400 CAMBIE ST","400 CAMBIE ST, Vancouver, BC, Canada",49.2824449,-123.1093962
"125","Theft From Auto Over $5000",2007,8,"12XX W PENDER ST","1200 W PENDER ST","1200 W PENDER ST, Vancouver, BC, Canada",49.2882976,-123.123589
"126","Theft From Auto Over $5000",2007,8,"20XX BLOCK FIR ST","2000 BLOCK FIR ST","2000 BLOCK FIR ST, Vancouver, BC, Canada",49.2678847,-123.1406601
"127","Theft From Auto Over $5000",2007,8,"10XX W WATERFRONT RD","1000 W WATERFRONT RD","1000 W WATERFRONT RD, Vancouver, BC, Canada",49.2866,-123.11081
"128","Theft From Auto Over $5000",2007,8,"12XX DAVIE ST","1200 DAVIE ST","1200 DAVIE ST, Vancouver, BC, Canada",49.2817662,-123.1336116
"129","Theft From Auto Over $5000",2007,8,"HEATLEY AVE / E PENDER ST","HEATLEY AVE / E PENDER ST","HEATLEY AVE & E PENDER ST, Vancouver, BC, Canada",49.2802,-123.08951
"130","Theft From Auto Over $5000",2007,8,"1XX E PENDER ST","100 E PENDER ST","100 E PENDER ST, Vancouver, BC, Canada",49.28017,-123.10214
"131","Theft From Auto Over $5000",2007,8,"8XX ROBSON ST","800 ROBSON ST","800 ROBSON ST, Vancouver, BC, Canada",49.2818944,-123.1208755
"132","Theft From Auto Over $5000",2007,8,"4XX KEEFER ST","400 KEEFER ST","400 KEEFER ST, Vancouver, BC, Canada",49.2792229,-123.095086
"133","Theft From Auto Over $5000",2007,8,"7XX BLOCK ROBSON ST","700 BLOCK ROBSON ST","700 BLOCK ROBSON ST, Vancouver, BC, Canada",49.2813352,-123.1200183
"134","Theft From Auto Over $5000",2007,8,"10XX BEACH AVE","1000 BEACH AVE","1000 BEACH AVE, Vancouver, BC, Canada",49.27562,-123.1342
"135","Theft From Auto Over $5000",2007,8,"20XX BLOCK YEW ST","2000 BLOCK YEW ST","2000 BLOCK YEW ST, Vancouver, BC, Canada",49.268,-123.1549347
"136","Theft From Auto Over $5000",2007,8,"68XX WILTSHIRE ST","6800 WILTSHIRE ST","6800 WILTSHIRE ST, Vancouver, BC, Canada",49.2240045,-123.1464641
"137","Theft From Auto Over $5000",2007,8,"9XX BLOCK CHILCO ST","900 BLOCK CHILCO ST","900 BLOCK CHILCO ST, Vancouver, BC, Canada",49.2923129,-123.139757
"138","Theft From Auto Over $5000",2007,8,"DRAKE ST / PACIFIC BLVD","DRAKE ST / PACIFIC BLVD","DRAKE ST & PACIFIC BLVD, Vancouver, BC, Canada",49.2734,-123.1236
"139","Theft From Auto Over $5000",2007,8,"6XX MOBERLY RD","600 MOBERLY RD","600 MOBERLY RD, Vancouver, BC, Canada",49.26649,-123.11864
"140","Theft From Auto Over $5000",2007,8,"6XX MOBERLY RD","600 MOBERLY RD","600 MOBERLY RD, Vancouver, BC, Canada",49.26649,-123.11864
"141","Theft From Auto Over $5000",2007,8,"18XX MAIN ST","1800 MAIN ST","1800 MAIN ST, Vancouver, BC, Canada",49.26872,-123.10042
"142","Theft From Auto Over $5000",2007,8,"SMITHE ST / HORNBY ST","SMITHE ST / HORNBY ST","SMITHE ST & HORNBY ST, Vancouver, BC, Canada",49.28155,-123.12337
"143","Theft From Auto Over $5000",2007,8,"16XX JOHNSTON ST","1600 JOHNSTON ST","1600 JOHNSTON ST, Vancouver, BC, Canada",49.2718907,-123.135216
"144","Theft From Auto Over $5000",2007,8,"MAIN ST / E 36TH AVE","MAIN ST / E 36TH AVE","MAIN ST & E 36TH AVE, Vancouver, BC, Canada",49.23814,-123.10159
"145","Theft From Auto Over $5000",2007,8,"11XX HOWE ST","1100 HOWE ST","1100 HOWE ST, Vancouver, BC, Canada",49.278619,-123.1257033
"146","Theft From Auto Over $5000",2007,9,"8XX BLOCK RICHARDS ST","800 BLOCK RICHARDS ST","800 BLOCK RICHARDS ST, Vancouver, BC, Canada",49.2798686,-123.1179346
"147","Theft From Auto Over $5000",2007,9,"2XX E 18TH AVE","200 E 18TH AVE","200 E 18TH AVE, Vancouver, BC, Canada",49.2546451,-123.1005486
"148","Theft From Auto Over $5000",2007,9,"26XX GRANVILLE ST","2600 GRANVILLE ST","2600 GRANVILLE ST, Vancouver, BC, Canada",49.2624943,-123.138405
"149","Theft From Auto Over $5000",2007,9,"7XX W GEORGIA ST","700 W GEORGIA ST","700 W GEORGIA ST, Vancouver, BC, Canada",49.28276,-123.11871
"150","Theft From Auto Over $5000",2007,9,"1XX W CORDOVA ST","100 W CORDOVA ST","100 W CORDOVA ST, Vancouver, BC, Canada",49.2828258,-123.1070009
"151","Theft From Auto Over $5000",2007,9,"24XX BLOCK HEATHER ST","2400 BLOCK HEATHER ST","2400 BLOCK HEATHER ST, Vancouver, BC, Canada",49.2640502,-123.1196673
"152","Theft From Auto Over $5000",2007,9,"24XX YORK AVE","2400 YORK AVE","2400 YORK AVE, Vancouver, BC, Canada",49.2716651,-123.1598914
"153","Theft From Auto Over $5000",2007,9,"18XX E HASTINGS ST","1800 E HASTINGS ST","1800 E HASTINGS ST, Vancouver, BC, Canada",49.2810646,-123.0679732
"154","Theft From Auto Over $5000",2007,9,"10XX E 10TH AVE","1000 E 10TH AVE","1000 E 10TH AVE, Vancouver, BC, Canada",49.2613551,-123.0831093
"155","Theft From Auto Over $5000",2007,9,"11XX BLOCK W KING EDWARD AVE","1100 BLOCK W KING EDWARD AVE","1100 BLOCK W KING EDWARD AVE, Vancouver, BC, Canada",49.2490551,-123.1300022
"156","Theft From Auto Over $5000",2007,9,"45XX PRINCE ALBERT ST","4500 PRINCE ALBERT ST","4500 PRINCE ALBERT ST, Vancouver, BC, Canada",49.2448807,-123.0877551
"157","Theft From Auto Over $5000",2007,10,"9XX BLOCK E 54TH AVE","900 BLOCK E 54TH AVE","900 BLOCK E 54TH AVE, Vancouver, BC, Canada",49.2204159,-123.086254
