"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","h_block","full_address","lat","lon"
"86","Commercial Break and Enter",2014,1,"85XX FRASER ST","8500 FRASER ST","8500 FRASER ST Vancouver, BC, Canada",49.2068177,-123.0909365
"87","Commercial Break and Enter",2014,1,"22XX W BROADWAY AVE","2200 W BROADWAY AVE","2200 W BROADWAY AVE Vancouver, BC, Canada",49.2637451,-123.1555228
"88","Commercial Break and Enter",2014,1,"13XX KINGSWAY AVE","1300 KINGSWAY AVE","1300 KINGSWAY AVE Vancouver, BC, Canada",49.2477781,-122.7509226
"89","Commercial Break and Enter",2014,1,"13XX E KENT N AVE","1300 E KENT N AVE","1300 E KENT N AVE Vancouver, BC, Canada",49.2089654,-123.0805572
"90","Commercial Break and Enter",2014,1,"63XX FRASER ST","6300 FRASER ST","6300 FRASER ST Vancouver, BC, Canada",49.2272873,-123.0905146
"91","Commercial Break and Enter",2014,1,"29XX W BROADWAY AVE","2900 W BROADWAY AVE","2900 W BROADWAY AVE Vancouver, BC, Canada",49.2639851,-123.1703122
"92","Commercial Break and Enter",2014,1,"12XX BIDWELL ST","1200 BIDWELL ST","1200 BIDWELL ST Vancouver, BC, Canada",49.2860018,-123.1403293
"93","Commercial Break and Enter",2014,1,"13XX VENABLES ST","1300 VENABLES ST","1300 VENABLES ST Vancouver, BC, Canada",49.2766251,-123.0770009
"94","Commercial Break and Enter",2014,1,"8XX POWELL ST","800 POWELL ST","800 POWELL ST Vancouver, BC, Canada",49.2828251,-123.086837
"95","Commercial Break and Enter",2014,1,"4XX E 10TH AVE","400 E 10TH AVE","400 E 10TH AVE Vancouver, BC, Canada",49.2614838,-123.0958379
"96","Commercial Break and Enter",2014,1,"ALBERNI ST / CHILCO ST","ALBERNI ST / CHILCO ST","ALBERNI ST / CHILCO ST Vancouver, BC, Canada",49.28627,-123.12532
"97","Commercial Break and Enter",2014,1,"20XX W 2ND AVE","2000 W 2ND AVE","2000 W 2ND AVE Vancouver, BC, Canada",49.2697151,-123.1504934
"98","Commercial Break and Enter",2014,1,"86XX BARNARD ST","8600 BARNARD ST","8600 BARNARD ST Vancouver, BC, Canada",49.2084246,-123.1449042
"99","Commercial Break and Enter",2014,1,"9XX STATION ST","900 STATION ST","900 STATION ST Vancouver, BC, Canada",49.2765789,-123.0988255
"100","Commercial Break and Enter",2014,1,"32XX OAK ST","3200 OAK ST","3200 OAK ST Vancouver, BC, Canada",49.2569453,-123.1270389
"101","Commercial Break and Enter",2014,1,"10XX KINGSWAY AVE","1000 KINGSWAY AVE","1000 KINGSWAY AVE Vancouver, BC, Canada",49.2450554,-122.7452629
"102","Commercial Break and Enter",2014,1,"22XX COMMERCIAL DR","2200 COMMERCIAL DR","2200 COMMERCIAL DR Vancouver, BC, Canada",49.2649076,-123.0695951
"103","Commercial Break and Enter",2014,1,"17XX KINGSWAY AVE","1700 KINGSWAY AVE","1700 KINGSWAY AVE Vancouver, BC, Canada",49.2526106,-122.7621172
"104","Commercial Break and Enter",2014,1,"1XX W 7TH AVE","100 W 7TH AVE","100 W 7TH AVE Vancouver, BC, Canada",49.2645851,-123.1069731
"105","Commercial Break and Enter",2014,1,"64XX FRASER ST","6400 FRASER ST","6400 FRASER ST Vancouver, BC, Canada",49.2263666,-123.0905547
"106","Commercial Break and Enter",2014,1,"18XX COMMERCIAL DR","1800 COMMERCIAL DR","1800 COMMERCIAL DR Vancouver, BC, Canada",49.2685675,-123.0695151
"107","Commercial Break and Enter",2014,1,"18XX W BROADWAY AVE","1800 W BROADWAY AVE","1800 W BROADWAY AVE Vancouver, BC, Canada",49.2635851,-123.1459829
"108","Commercial Break and Enter",2014,1,"18XX COMMERCIAL DR","1800 COMMERCIAL DR","1800 COMMERCIAL DR Vancouver, BC, Canada",49.2685675,-123.0695151
"109","Commercial Break and Enter",2014,1,"1XX W 1ST AVE","100 W 1ST AVE","100 W 1ST AVE Vancouver, BC, Canada",49.2700751,-123.1068135
"110","Commercial Break and Enter",2014,1,"30XX E KENT N AVE","3000 E KENT N AVE","3000 E KENT N AVE Vancouver, BC, Canada",49.2065419,-123.0450129
"111","Commercial Break and Enter",2014,1,"22XX KINGSWAY AVE","2200 KINGSWAY AVE","2200 KINGSWAY AVE Vancouver, BC, Canada",49.2631811,-122.7773295
"112","Commercial Break and Enter",2014,1,"6XX ABBOTT ST","600 ABBOTT ST","600 ABBOTT ST Vancouver, BC, Canada",49.2795536,-123.1074751
"113","Commercial Break and Enter",2014,1,"8XX SEYMOUR ST","800 SEYMOUR ST","800 SEYMOUR ST Vancouver, BC, Canada",49.2804991,-123.1189233
"114","Commercial Break and Enter",2014,1,"7XX E CORDOVA ST","700 E CORDOVA ST","700 E CORDOVA ST Vancouver, BC, Canada",49.2819547,-123.0892022
"115","Commercial Break and Enter",2014,1,"3XX KEEFER ST","300 KEEFER ST","300 KEEFER ST Vancouver, BC, Canada",49.2792742,-123.096984
"116","Commercial Break and Enter",2014,1,"1XX W 2ND AVE","100 W 2ND AVE","100 W 2ND AVE Vancouver, BC, Canada",49.2691651,-123.1067931
"117","Commercial Break and Enter",2014,1,"5XX DUNSMUIR ST","500 DUNSMUIR ST","500 DUNSMUIR ST Vancouver, BC, Canada",49.28229,-123.11511
"118","Commercial Break and Enter",2014,1,"9XX MAIN ST","900 MAIN ST","900 MAIN ST Vancouver, BC, Canada",49.2766075,-123.0996538
"119","Commercial Break and Enter",2014,1,"5XX BEATTY ST","500 BEATTY ST","500 BEATTY ST Vancouver, BC, Canada",49.2810072,-123.1084969
"120","Commercial Break and Enter",2014,1,"13XX E 8TH AVE","1300 E 8TH AVE","1300 E 8TH AVE Vancouver, BC, Canada",49.2631951,-123.0772892
"121","Commercial Break and Enter",2014,1,"1XX W 8TH AVE","100 W 8TH AVE","100 W 8TH AVE Vancouver, BC, Canada",49.2636651,-123.1070025
"122","Commercial Break and Enter",2014,1,"2XX E 2ND AVE","200 E 2ND AVE","200 E 2ND AVE Vancouver, BC, Canada",49.2688762,-123.1005323
"123","Commercial Break and Enter",2014,1,"16XX KINGSWAY AVE","1600 KINGSWAY AVE","1600 KINGSWAY AVE Vancouver, BC, Canada",49.25106,-122.7591
"124","Commercial Break and Enter",2014,1,"24XX HEMLOCK ST","2400 HEMLOCK ST","2400 HEMLOCK ST Vancouver, BC, Canada",49.2643099,-123.135827
"125","Commercial Break and Enter",2014,1,"1XX W 5TH AVE","100 W 5TH AVE","100 W 5TH AVE Vancouver, BC, Canada",49.2663851,-123.106893
"126","Commercial Break and Enter",2014,1,"17XX W 4TH AVE","1700 W 4TH AVE","1700 W 4TH AVE Vancouver, BC, Canada",49.2678551,-123.1434235
"127","Commercial Break and Enter",2014,1,"1XX KEEFER PL","100 KEEFER PL","100 KEEFER PL Vancouver, BC, Canada",49.279606,-123.107833
"128","Commercial Break and Enter",2014,1,"11XX HARO ST","1100 HARO ST","1100 HARO ST Vancouver, BC, Canada",49.2838563,-123.1261119
"129","Commercial Break and Enter",2014,1,"21XX MAIN ST","2100 MAIN ST","2100 MAIN ST Vancouver, BC, Canada",49.2662543,-123.100605
"130","Commercial Break and Enter",2014,1,"12XX HARO ST","1200 HARO ST","1200 HARO ST Vancouver, BC, Canada",49.2852861,-123.1282911
"131","Commercial Break and Enter",2014,1,"10XX E 8TH AVE","1000 E 8TH AVE","1000 E 8TH AVE Vancouver, BC, Canada",49.2632449,-123.0830309
"132","Commercial Break and Enter",2014,1,"52XX HEATHER ST","5200 HEATHER ST","5200 HEATHER ST Vancouver, BC, Canada",49.2382266,-123.1204598
"133","Commercial Break and Enter",2014,1,"4XX RAILWAY ST","400 RAILWAY ST","400 RAILWAY ST Vancouver, BC, Canada",49.2848289,-123.0949844
"134","Commercial Break and Enter",2014,1,"14XX RICHARDS ST","1400 RICHARDS ST","1400 RICHARDS ST Vancouver, BC, Canada",49.2735095,-123.1276064
"135","Commercial Break and Enter",2014,1,"14XX NELSON ST","1400 NELSON ST","1400 NELSON ST Vancouver, BC, Canada",49.2857949,-123.1333566
"136","Commercial Break and Enter",2014,1,"85XX KINROSS ST","8500 KINROSS ST","8500 KINROSS ST Vancouver, BC, Canada",49.20633,-123.03535
"137","Commercial Break and Enter",2014,1,"16XX CLARK DR","1600 CLARK DR","1600 CLARK DR Vancouver, BC, Canada",49.2704377,-123.0771343
"138","Commercial Break and Enter",2014,1,"15XX HOWE ST","1500 HOWE ST","1500 HOWE ST Vancouver, BC, Canada",49.27417,-123.132
"139","Commercial Break and Enter",2014,1,"11XX W GEORGIA ST","1100 W GEORGIA ST","1100 W GEORGIA ST Vancouver, BC, Canada",49.2856665,-123.1234024
"140","Commercial Break and Enter",2014,1,"12XX W 8TH AVE","1200 W 8TH AVE","1200 W 8TH AVE Vancouver, BC, Canada",49.2642851,-123.131563
"141","Commercial Break and Enter",2014,1,"36XX E HASTINGS ST","3600 E HASTINGS ST","3600 E HASTINGS ST Vancouver, BC, Canada",49.28085,-123.02527
"142","Commercial Break and Enter",2014,1,"17XX KINGSWAY AVE","1700 KINGSWAY AVE","1700 KINGSWAY AVE Vancouver, BC, Canada",49.2526106,-122.7621172
"143","Commercial Break and Enter",2014,1,"11XX BURRARD ST","1100 BURRARD ST","1100 BURRARD ST Vancouver, BC, Canada",49.27968,-123.12763
"144","Commercial Break and Enter",2014,1,"16XX W 3RD AVE","1600 W 3RD AVE","1600 W 3RD AVE Vancouver, BC, Canada",49.2686751,-123.1410034
"145","Commercial Break and Enter",2014,1,"11XX JERVIS ST","1100 JERVIS ST","1100 JERVIS ST Vancouver, BC, Canada",49.28356,-123.1334
"146","Commercial Break and Enter",2014,1,"4XX W 15TH AVE","400 W 15TH AVE","400 W 15TH AVE Vancouver, BC, Canada",49.2577051,-123.1132924
"147","Commercial Break and Enter",2014,1,"4XX W 15TH AVE","400 W 15TH AVE","400 W 15TH AVE Vancouver, BC, Canada",49.2577051,-123.1132924
"148","Commercial Break and Enter",2014,1,"3XX E 14TH AVE","300 E 14TH AVE","300 E 14TH AVE Vancouver, BC, Canada",49.2582649,-123.0981295
"149","Commercial Break and Enter",2014,1,"14XX NELSON ST","1400 NELSON ST","1400 NELSON ST Vancouver, BC, Canada",49.2857949,-123.1333566
"150","Commercial Break and Enter",2014,1,"19XX PINE ST","1900 PINE ST","1900 PINE ST Vancouver, BC, Canada",49.2687014,-123.1429844
"151","Commercial Break and Enter",2014,1,"POWELL ST / RAYMUR AVE","POWELL ST / RAYMUR AVE","POWELL ST / RAYMUR AVE Vancouver, BC, Canada",49.28169,-123.08241
"152","Commercial Break and Enter",2014,1,"4XX DUNSMUIR ST","400 DUNSMUIR ST","400 DUNSMUIR ST Vancouver, BC, Canada",49.2816665,-123.1137127
"153","Commercial Break and Enter",2014,1,"1XX KINGSWAY AVE","100 KINGSWAY AVE","100 KINGSWAY AVE Vancouver, BC, Canada",49.2626272,-123.099487
"154","Commercial Break and Enter",2014,1,"11XX NELSON ST","1100 NELSON ST","1100 NELSON ST Vancouver, BC, Canada",49.2824647,-123.1282263
"155","Commercial Break and Enter",2014,1,"26XX MAIN ST","2600 MAIN ST","2600 MAIN ST Vancouver, BC, Canada",49.26186,-123.10061
"156","Commercial Break and Enter",2014,1,"1XX MILROSS AVE","100 MILROSS AVE","100 MILROSS AVE Vancouver, BC, Canada",49.2759544,-123.101899
"157","Commercial Break and Enter",2014,1,"4XX E 10TH AVE","400 E 10TH AVE","400 E 10TH AVE Vancouver, BC, Canada",49.2614838,-123.0958379
"158","Commercial Break and Enter",2014,1,"1XX E 33RD AVE","100 E 33RD AVE","100 E 33RD AVE Vancouver, BC, Canada",49.2403751,-123.1025623
"159","Commercial Break and Enter",2014,1,"3XX CAMBIE ST","300 CAMBIE ST","300 CAMBIE ST Vancouver, BC, Canada",49.2832808,-123.109016
"160","Commercial Break and Enter",2014,1,"16XX COLUMBIA ST","1600 COLUMBIA ST","1600 COLUMBIA ST Vancouver, BC, Canada",49.2714442,-123.1091648
"161","Commercial Break and Enter",2014,1,"19XX NELSON ST","1900 NELSON ST","1900 NELSON ST Vancouver, BC, Canada",49.2903569,-123.1404739
"162","Commercial Break and Enter",2014,1,"11XX BURRARD ST","1100 BURRARD ST","1100 BURRARD ST Vancouver, BC, Canada",49.27968,-123.12763
"163","Commercial Break and Enter",2014,1,"21XX W 43RD AVE","2100 W 43RD AVE","2100 W 43RD AVE Vancouver, BC, Canada",49.2325451,-123.1558601
"164","Commercial Break and Enter",2014,1,"31XX MAIN ST","3100 MAIN ST","3100 MAIN ST Vancouver, BC, Canada",49.2573713,-123.1009757
"165","Commercial Break and Enter",2014,1,"10XX W BROADWAY AVE","1000 W BROADWAY AVE","1000 W BROADWAY AVE Vancouver, BC, Canada",49.2632851,-123.12681
"166","Commercial Break and Enter",2014,1,"1XX E 6TH AVE","100 E 6TH AVE","100 E 6TH AVE Vancouver, BC, Canada",49.2654047,-123.1026241
"167","Commercial Break and Enter",2014,1,"53XX WEST BLVD","5300 WEST BLVD","5300 WEST BLVD Vancouver, BC, Canada",49.2381673,-123.1553451
"168","Commercial Break and Enter",2014,1,"18XX COMMERCIAL DR","1800 COMMERCIAL DR","1800 COMMERCIAL DR Vancouver, BC, Canada",49.2685675,-123.0695151
"169","Commercial Break and Enter",2014,1,"18XX W 3RD AVE","1800 W 3RD AVE","1800 W 3RD AVE Vancouver, BC, Canada",49.2687551,-123.1458214
"170","Commercial Break and Enter",2014,1,"10XX BUTE ST","1000 BUTE ST","1000 BUTE ST Vancouver, BC, Canada",49.2836726,-123.1302508
"171","Commercial Break and Enter",2014,1,"12XX HARO ST","1200 HARO ST","1200 HARO ST Vancouver, BC, Canada",49.2852861,-123.1282911
"172","Commercial Break and Enter",2014,1,"56XX FRASER ST","5600 FRASER ST","5600 FRASER ST Vancouver, BC, Canada",49.2338043,-123.0903448
"173","Commercial Break and Enter",2014,1,"9XX W 16TH AVE","900 W 16TH AVE","900 W 16TH AVE Vancouver, BC, Canada",49.2569452,-123.1245749
"174","Commercial Break and Enter",2014,1,"14XX NELSON ST","1400 NELSON ST","1400 NELSON ST Vancouver, BC, Canada",49.2857949,-123.1333566
